symbol,entry_time,exit_time,direction,entry,stop,target,exit,R,pnl_usd,notional_usd,risk_usd,leverage_used,equity_after,exit_reason
MATIC,2025-05-02 18:06:58.781736,2025-05-02 18:26:58.781736,long,1.700533,1.709145,1.780452,1.780452,2.25,32.1446,683.98,10.7149,0.06,10746.9954,target
MATIC,2025-05-02 18:51:58.781736,2025-05-02 19:06:58.781736,long,1.802327,1.754822,1.94484,1.754822,-1.0,-10.747,407.74,10.747,0.04,10736.2484,stop
MATIC,2025-05-02 19:21:58.781736,2025-05-02 19:26:58.781736,long,1.761534,1.73277,1.847827,1.73277,-1.0,-10.7362,657.49,10.7362,0.06,10725.5121,stop
MATIC,2025-05-02 20:26:58.781736,2025-05-02 20:31:58.781736,long,1.711946,1.676633,1.817884,1.676633,-1.0,-10.7255,519.97,10.7255,0.05,10714.7866,stop
MATIC,2025-05-02 23:26:58.781736,2025-05-02 23:51:58.781736,short,1.555776,1.585014,1.468061,1.585014,-1.0,-10.7148,570.14,10.7148,0.05,10704.0719,stop
MATIC,2025-05-03 00:01:58.781736,2025-05-03 00:16:58.781736,short,1.563992,1.5505,1.447057,1.447057,2.25,32.1122,429.5,10.7041,0.04,10736.1841,target
MATIC,2025-05-03 00:36:58.781736,2025-05-03 00:41:58.781736,short,1.489592,1.501055,1.455204,1.501055,-1.0,-10.7362,1395.17,10.7362,0.13,10725.4479,stop
MATIC,2025-05-03 00:56:58.781736,2025-05-03 01:01:58.781736,short,1.566192,1.581762,1.519481,1.581762,-1.0,-10.7254,1078.86,10.7254,0.1,10714.7224,stop
MATIC,2025-05-03 02:11:58.781736,2025-05-03 02:16:58.781736,short,1.605586,1.613954,1.58048,1.613954,-1.0,-10.7147,2055.75,10.7147,0.19,10704.0077,stop
MATIC,2025-05-03 02:26:58.781736,2025-05-03 02:31:58.781736,short,1.627939,1.644678,1.577723,1.577723,3.0,32.112,1041.02,10.704,0.1,10736.1197,target
MATIC,2025-05-03 03:26:58.781736,2025-05-03 03:41:58.781736,short,1.550214,1.57435,1.477805,1.57435,-1.0,-10.7361,689.56,10.7361,0.06,10725.3836,stop
MATIC,2025-05-03 10:26:58.781736,2025-05-03 10:36:58.781736,long,2.143853,2.111537,2.240799,2.111537,-1.0,-10.7254,711.54,10.7254,0.07,10714.6582,stop
MATIC,2025-05-03 10:41:58.781736,2025-05-03 11:51:58.781736,long,2.159225,2.194608,2.284729,2.284729,2.25,32.144,553.02,10.7147,0.05,10746.8022,target
MATIC,2025-05-03 15:41:58.781736,2025-05-03 16:46:58.781736,long,2.395146,2.446156,2.537269,2.537269,2.25,32.2404,543.34,10.7468,0.05,10779.0426,target
MATIC,2025-05-03 17:51:58.781736,2025-05-03 18:26:58.781736,long,2.405198,2.458395,2.537144,2.537144,2.25,32.3371,589.46,10.779,0.05,10811.3797,target
MATIC,2025-05-03 19:21:58.781736,2025-05-03 19:51:58.781736,long,2.511229,2.546247,2.64879,2.64879,2.25,32.4341,592.1,10.8114,0.05,10843.8139,target
MATIC,2025-05-03 20:21:58.781736,2025-05-03 21:56:58.781736,long,2.613217,2.680084,2.801989,2.801989,2.25,32.5314,450.34,10.8438,0.04,10876.3453,target
MATIC,2025-05-03 23:01:58.781736,2025-05-03 23:11:58.781736,long,2.796382,2.749211,2.937894,2.749211,-1.0,-10.8763,644.77,10.8763,0.06,10865.469,stop
MATIC,2025-05-03 23:41:58.781736,2025-05-03 23:46:58.781736,long,2.773007,2.708405,2.966813,2.708405,-1.0,-10.8655,466.4,10.8655,0.04,10854.6035,stop
MATIC,2025-05-04 00:01:58.781736,2025-05-04 00:06:58.781736,long,2.691108,2.669192,2.756857,2.669192,-1.0,-10.8546,1332.84,10.8546,0.12,10843.7489,stop
MATIC,2025-05-04 00:16:58.781736,2025-05-04 00:26:58.781736,long,2.681739,2.64199,2.800988,2.64199,-1.0,-10.8437,731.58,10.8437,0.07,10832.9052,stop
MATIC,2025-05-04 00:36:58.781736,2025-05-04 01:31:58.781736,long,2.643824,2.676122,2.850164,2.676122,0.4696,5.0869,416.41,10.8329,0.04,10837.992,stop
MATIC,2025-05-04 03:06:58.781736,2025-05-04 03:16:58.781736,long,2.627964,2.605104,2.696542,2.605104,-1.0,-10.838,1245.96,10.838,0.11,10827.154,stop
MATIC,2025-05-04 03:31:58.781736,2025-05-04 04:11:58.781736,long,2.590679,2.590679,2.700341,2.590679,0.0,0.0,767.35,10.8272,0.07,10827.154,stop
MATIC,2025-05-04 05:56:58.781736,2025-05-04 06:11:58.781736,short,2.574812,2.611802,2.463844,2.611802,-1.0,-10.8272,753.67,10.8272,0.07,10816.3269,stop
MATIC,2025-05-04 07:56:58.781736,2025-05-04 08:01:58.781736,short,2.413778,2.423709,2.383984,2.423709,-1.0,-10.8163,2628.9,10.8163,0.24,10805.5106,stop
MATIC,2025-05-04 08:41:58.781736,2025-05-04 08:46:58.781736,short,2.435419,2.462038,2.355563,2.462038,-1.0,-10.8055,988.62,10.8055,0.09,10794.705,stop
MATIC,2025-05-04 09:06:58.781736,2025-05-04 09:41:58.781736,short,2.448555,2.505605,2.277403,2.505605,-1.0,-10.7947,463.3,10.7947,0.04,10783.9103,stop
MATIC,2025-05-04 09:46:58.781736,2025-05-04 09:51:58.781736,short,2.512423,2.552514,2.392149,2.552514,-1.0,-10.7839,675.8,10.7839,0.06,10773.1264,stop
MATIC,2025-05-04 10:11:58.781736,2025-05-04 10:16:58.781736,short,2.485331,2.497834,2.44782,2.44782,3.0,32.3194,2141.36,10.7731,0.2,10805.4458,target
MATIC,2025-05-04 10:21:58.781736,2025-05-04 10:46:58.781736,short,2.403225,2.461937,2.22709,2.461937,-1.0,-10.8054,442.29,10.8054,0.04,10794.6404,stop
MATIC,2025-05-04 14:16:58.781736,2025-05-04 14:41:58.781736,long,2.795969,2.722058,3.0177,2.722058,-1.0,-10.7946,408.35,10.7946,0.04,10783.8457,stop
MATIC,2025-05-04 15:21:58.781736,2025-05-04 15:31:58.781736,long,2.696711,2.64909,2.839572,2.64909,-1.0,-10.7838,610.68,10.7838,0.06,10773.0619,stop
MATIC,2025-05-04 16:01:58.781736,2025-05-04 16:16:58.781736,long,2.623335,2.57519,2.76777,2.57519,-1.0,-10.7731,587.0,10.7731,0.05,10762.2888,stop
MATIC,2025-05-04 16:26:58.781736,2025-05-04 18:06:58.781736,long,2.654315,2.754575,2.878708,2.754575,1.3404,14.426,381.92,10.7623,0.04,10776.7148,stop
MATIC,2025-05-04 22:41:58.781736,2025-05-04 23:41:58.781736,long,3.132946,3.17483,3.297663,3.17483,0.7628,8.2209,614.93,10.7767,0.06,10784.9357,stop
MATIC,2025-05-05 00:16:58.781736,2025-05-05 00:21:58.781736,long,3.111635,3.086905,3.185825,3.086905,-1.0,-10.7849,1357.01,10.7849,0.13,10774.1507,stop
MATIC,2025-05-05 00:36:58.781736,2025-05-05 00:41:58.781736,long,3.057752,3.011544,3.196375,3.011544,-1.0,-10.7742,712.97,10.7742,0.07,10763.3766,stop
MATIC,2025-05-05 01:46:58.781736,2025-05-05 01:51:58.781736,long,2.842095,2.807587,2.945619,2.807587,-1.0,-10.7634,886.47,10.7634,0.08,10752.6132,stop
MATIC,2025-05-05 03:01:58.781736,2025-05-05 03:16:58.781736,long,2.883713,2.945412,3.052657,3.052657,2.25,32.2578,550.61,10.7526,0.05,10784.8711,target
MATIC,2025-05-05 04:21:58.781736,2025-05-05 04:31:58.781736,long,3.050437,3.050437,3.18789,3.050437,0.0,0.0,718.03,10.7849,0.07,10784.8711,stop
MATIC,2025-05-05 04:46:58.781736,2025-05-05 05:06:58.781736,long,3.033521,2.994773,3.149765,2.994773,-1.0,-10.7849,844.33,10.7849,0.08,10774.0862,stop
MATIC,2025-05-05 05:56:58.781736,2025-05-05 06:11:58.781736,long,2.958405,2.958405,3.058716,3.058716,2.25,32.3223,953.27,10.7741,0.09,10806.4084,target
MATIC,2025-05-05 06:21:58.781736,2025-05-05 06:46:58.781736,long,3.107966,3.040441,3.310539,3.040441,-1.0,-10.8064,497.39,10.8064,0.05,10795.602,stop
MATIC,2025-05-05 07:11:58.781736,2025-05-05 07:21:58.781736,long,3.085285,3.085285,3.230839,3.085285,0.0,0.0,686.5,10.7956,0.06,10795.602,stop
MATIC,2025-05-05 07:31:58.781736,2025-05-05 07:36:58.781736,long,3.099953,3.059977,3.21988,3.059977,-1.0,-10.7956,837.15,10.7956,0.08,10784.8064,stop
MATIC,2025-05-05 07:41:58.781736,2025-05-05 07:56:58.781736,long,3.130502,3.074428,3.298724,3.074428,-1.0,-10.7848,602.09,10.7848,0.06,10774.0216,stop
MATIC,2025-05-05 08:46:58.781736,2025-05-05 09:36:58.781736,long,3.105497,3.196076,3.319438,3.196076,1.2702,13.6847,469.18,10.774,0.04,10787.7063,stop
MATIC,2025-05-05 10:11:58.781736,2025-05-05 10:41:58.781736,long,3.258526,3.200183,3.433554,3.200183,-1.0,-10.7877,602.51,10.7877,0.06,10776.9186,stop
MATIC,2025-05-05 11:06:58.781736,2025-05-05 11:26:58.781736,long,3.19286,3.15512,3.30608,3.15512,-1.0,-10.7769,911.75,10.7769,0.08,10766.1417,stop
MATIC,2025-05-05 12:16:58.781736,2025-05-05 12:21:58.781736,long,3.087955,3.048698,3.205726,3.048698,-1.0,-10.7661,846.86,10.7661,0.08,10755.3755,stop
MATIC,2025-05-05 13:01:58.781736,2025-05-05 13:31:58.781736,long,3.11909,3.125088,3.307793,3.125088,0.0953,1.0255,533.33,10.7554,0.05,10756.401,stop
MATIC,2025-05-05 13:36:58.781736,2025-05-05 13:56:58.781736,long,3.164413,3.110972,3.324737,3.110972,-1.0,-10.7564,636.92,10.7564,0.06,10745.6446,stop
MATIC,2025-05-05 18:41:58.781736,2025-05-05 18:46:58.781736,long,3.152602,3.113018,3.271354,3.113018,-1.0,-10.7456,855.82,10.7456,0.08,10734.899,stop
MATIC,2025-05-06 01:16:58.781736,2025-05-06 01:21:58.781736,short,2.882739,2.912138,2.794543,2.912138,-1.0,-10.7349,1052.63,10.7349,0.1,10724.1641,stop
MATIC,2025-05-06 01:26:58.781736,2025-05-06 01:31:58.781736,short,2.897392,2.911908,2.853844,2.911908,-1.0,-10.7242,2140.52,10.7242,0.2,10713.4399,stop
MATIC,2025-05-06 02:01:58.781736,2025-05-06 02:06:58.781736,short,2.890788,2.904192,2.850576,2.904192,-1.0,-10.7134,2310.55,10.7134,0.22,10702.7265,stop
MATIC,2025-05-06 02:16:58.781736,2025-05-06 02:31:58.781736,short,2.824714,2.897174,2.607334,2.897174,-1.0,-10.7027,417.23,10.7027,0.04,10692.0237,stop
MATIC,2025-05-06 03:11:58.781736,2025-05-06 04:36:58.781736,short,2.95816,3.044097,2.700348,3.044097,-1.0,-10.692,368.04,10.692,0.03,10681.3317,stop
MATIC,2025-05-06 09:21:58.781736,2025-05-06 09:26:58.781736,short,2.654074,2.681557,2.571624,2.681557,-1.0,-10.6813,1031.51,10.6813,0.1,10670.6504,stop
MATIC,2025-05-06 09:31:58.781736,2025-05-06 10:26:58.781736,short,2.70197,2.599598,2.522623,2.522623,2.25,32.012,482.28,10.6707,0.05,10702.6623,target
MATIC,2025-05-06 12:41:58.781736,2025-05-06 13:06:58.781736,short,2.56465,2.629885,2.368943,2.629885,-1.0,-10.7027,420.76,10.7027,0.04,10691.9597,stop
MATIC,2025-05-06 13:16:58.781736,2025-05-06 13:21:58.781736,short,2.59592,2.625868,2.506077,2.625868,-1.0,-10.692,926.8,10.692,0.09,10681.2677,stop
MATIC,2025-05-06 13:51:58.781736,2025-05-06 14:26:58.781736,short,2.687618,2.606186,2.531767,2.531767,2.25,32.0438,552.59,10.6813,0.05,10713.3115,target
MATIC,2025-05-06 15:41:58.781736,2025-05-06 16:21:58.781736,short,2.543309,2.513247,2.439051,2.439051,2.25,32.1399,784.04,10.7133,0.07,10745.4515,target
MATIC,2025-05-06 17:36:58.781736,2025-05-06 17:41:58.781736,short,2.56165,2.584366,2.4935,2.584366,-1.0,-10.7455,1211.72,10.7455,0.11,10734.706,stop
MATIC,2025-05-06 17:56:58.781736,2025-05-06 18:06:58.781736,short,2.603652,2.644914,2.479866,2.479866,3.0,32.2041,677.37,10.7347,0.06,10766.9101,target
MATIC,2025-05-06 19:01:58.781736,2025-05-06 19:36:58.781736,short,2.663474,2.654953,2.541776,2.654953,0.2101,2.2617,706.93,10.7669,0.07,10769.1718,stop
MATIC,2025-05-07 00:36:58.781736,2025-05-07 00:41:58.781736,long,2.607531,2.598092,2.635847,2.598092,-1.0,-10.7692,2975.06,10.7692,0.28,10758.4026,stop
MATIC,2025-05-07 01:41:58.781736,2025-05-07 02:01:58.781736,long,2.648384,2.648384,2.800273,2.648384,0.0,0.0,562.76,10.7584,0.05,10758.4026,stop
MATIC,2025-05-07 02:46:58.781736,2025-05-07 03:01:58.781736,long,2.622011,2.589581,2.719299,2.589581,-1.0,-10.7584,869.85,10.7584,0.08,10747.6442,stop
MATIC,2025-05-07 03:16:58.781736,2025-05-07 03:21:58.781736,long,2.636854,2.599418,2.749163,2.599418,-1.0,-10.7476,757.02,10.7476,0.07,10736.8966,stop
MATIC,2025-05-07 05:31:58.781736,2025-05-07 05:46:58.781736,long,2.768542,2.742281,2.847326,2.742281,-1.0,-10.7369,1131.91,10.7369,0.11,10726.1597,stop
MATIC,2025-05-07 06:31:58.781736,2025-05-07 06:36:58.781736,long,2.740753,2.71409,2.820745,2.71409,-1.0,-10.7262,1102.53,10.7262,0.1,10715.4335,stop
MATIC,2025-05-07 07:11:58.781736,2025-05-07 07:31:58.781736,long,2.667127,2.667127,2.79876,2.667127,0.0,0.0,651.35,10.7154,0.06,10715.4335,stop
MATIC,2025-05-07 07:46:58.781736,2025-05-07 07:51:58.781736,long,2.65104,2.624946,2.729321,2.624946,-1.0,-10.7154,1088.65,10.7154,0.1,10704.7181,stop
MATIC,2025-05-07 07:56:58.781736,2025-05-07 08:01:58.781736,long,2.641864,2.581672,2.822439,2.581672,-1.0,-10.7047,469.84,10.7047,0.04,10694.0134,stop
MATIC,2025-05-07 11:06:58.781736,2025-05-07 11:31:58.781736,short,2.536563,2.536563,2.465551,2.536563,0.0,0.0,1145.97,10.694,0.11,10694.0134,stop
MATIC,2025-05-07 12:56:58.781736,2025-05-07 13:01:58.781736,short,2.390415,2.443844,2.230128,2.443844,-1.0,-10.694,478.45,10.694,0.04,10683.3194,stop
MATIC,2025-05-07 13:26:58.781736,2025-05-07 14:36:58.781736,short,2.436155,2.41204,2.267235,2.41204,0.4283,4.5755,462.22,10.6833,0.04,10687.8948,stop
MATIC,2025-05-07 15:21:58.781736,2025-05-07 15:56:58.781736,short,2.459052,2.459052,2.345423,2.459052,0.0,0.0,693.89,10.6879,0.06,10687.8948,stop
MATIC,2025-05-07 20:16:58.781736,2025-05-07 20:36:58.781736,long,2.964404,2.983933,3.05451,3.05451,2.25,32.0637,1054.87,10.6879,0.1,10719.9585,target
MATIC,2025-05-08 00:51:58.781736,2025-05-08 01:01:58.781736,long,2.995877,2.935427,3.177227,2.935427,-1.0,-10.72,531.28,10.72,0.05,10709.2386,stop
MATIC,2025-05-08 01:26:58.781736,2025-05-08 01:41:58.781736,long,2.923453,2.890241,3.02309,2.890241,-1.0,-10.7092,942.66,10.7092,0.09,10698.5293,stop
MATIC,2025-05-08 01:51:58.781736,2025-05-08 01:56:58.781736,long,2.89806,2.835228,3.086555,2.835228,-1.0,-10.6985,493.46,10.6985,0.05,10687.8308,stop
MATIC,2025-05-08 02:11:58.781736,2025-05-08 02:16:58.781736,long,2.797823,2.763378,2.901158,2.763378,-1.0,-10.6878,868.13,10.6878,0.08,10677.143,stop
MATIC,2025-05-08 03:21:58.781736,2025-05-08 03:31:58.781736,long,2.804308,2.765216,2.921587,2.765216,-1.0,-10.6771,765.92,10.6771,0.07,10666.4658,stop
MATIC,2025-05-08 05:01:58.781736,2025-05-08 05:06:58.781736,short,2.645105,2.658768,2.604115,2.658768,-1.0,-10.6665,2064.92,10.6665,0.19,10655.7994,stop
MATIC,2025-05-08 06:16:58.781736,2025-05-08 06:21:58.781736,short,2.763802,2.778793,2.718828,2.778793,-1.0,-10.6558,1964.5,10.6558,0.18,10645.1436,stop
MATIC,2025-05-08 07:26:58.781736,2025-05-08 08:41:58.781736,short,2.841285,2.735821,2.628192,2.735821,1.4848,15.8055,425.81,10.6451,0.04,10660.949,stop
MATIC,2025-05-08 09:36:58.781736,2025-05-08 09:56:58.781736,short,2.83215,2.902624,2.620729,2.902624,-1.0,-10.6609,428.43,10.6609,0.04,10650.2881,stop
MATIC,2025-05-08 11:11:58.781736,2025-05-08 12:11:58.781736,short,2.813474,2.87921,2.616268,2.87921,-1.0,-10.6503,455.83,10.6503,0.04,10639.6378,stop
MATIC,2025-05-08 12:21:58.781736,2025-05-08 13:31:58.781736,short,2.837444,2.743424,2.65949,2.65949,2.25,31.9189,508.94,10.6396,0.05,10671.5567,target
MATIC,2025-05-08 15:21:58.781736,2025-05-08 15:26:58.781736,short,2.644118,2.65955,2.597823,2.65955,-1.0,-10.6716,1828.51,10.6716,0.17,10660.8852,stop
MATIC,2025-05-08 15:51:58.781736,2025-05-08 16:06:58.781736,short,2.705234,2.734472,2.617521,2.617521,3.0,31.9827,986.41,10.6609,0.09,10692.8678,target
MATIC,2025-05-08 16:11:58.781736,2025-05-08 16:26:58.781736,short,2.630002,2.630002,2.5454,2.630002,0.0,0.0,997.22,10.6929,0.09,10692.8678,stop
MATIC,2025-05-08 20:31:58.781736,2025-05-08 20:56:58.781736,short,2.474276,2.543286,2.267246,2.543286,-1.0,-10.6929,383.38,10.6929,0.04,10682.1749,stop
MATIC,2025-05-08 21:01:58.781736,2025-05-08 21:11:58.781736,short,2.537868,2.52565,2.445558,2.445558,2.25,32.0465,881.05,10.6822,0.08,10714.2215,target
MATIC,2025-05-08 21:21:58.781736,2025-05-08 21:26:58.781736,short,2.421468,2.457021,2.314811,2.457021,-1.0,-10.7142,729.74,10.7142,0.07,10703.5072,stop
MATIC,2025-05-09 01:26:58.781736,2025-05-09 01:51:58.781736,short,2.350245,2.402719,2.192823,2.402719,-1.0,-10.7035,479.4,10.7035,0.04,10692.8037,stop
MATIC,2025-05-09 02:11:58.781736,2025-05-09 02:21:58.781736,short,2.431516,2.473289,2.306199,2.473289,-1.0,-10.6928,622.41,10.6928,0.06,10682.1109,stop
MATIC,2025-05-09 02:41:58.781736,2025-05-09 04:21:58.781736,short,2.39334,2.46224,2.186639,2.46224,-1.0,-10.6821,371.06,10.6821,0.03,10671.4288,stop
MATIC,2025-05-09 04:41:58.781736,2025-05-09 05:36:58.781736,short,2.43559,2.371724,2.21837,2.21837,2.25,32.0143,358.96,10.6714,0.03,10703.4431,target
MATIC,2025-05-09 07:16:58.781736,2025-05-09 07:51:58.781736,short,2.320805,2.386536,2.123613,2.386536,-1.0,-10.7034,377.92,10.7034,0.04,10692.7397,stop
MATIC,2025-05-09 08:26:58.781736,2025-05-09 08:56:58.781736,short,2.263194,2.304155,2.14031,2.304155,-1.0,-10.6927,590.8,10.6927,0.06,10682.0469,stop
MATIC,2025-05-09 09:06:58.781736,2025-05-09 09:16:58.781736,short,2.30417,2.30417,2.227644,2.227644,2.25,32.0461,964.9,10.682,0.09,10714.0931,target
MATIC,2025-05-09 09:26:58.781736,2025-05-09 10:01:58.781736,short,2.251212,2.217348,2.147544,2.147544,2.25,32.1423,697.99,10.7141,0.07,10746.2353,target
MATIC,2025-05-09 12:41:58.781736,2025-05-09 13:01:58.781736,short,2.100125,2.093181,1.949518,1.949518,2.25,32.2387,449.55,10.7462,0.04,10778.4741,target
MATIC,2025-05-09 15:21:58.781736,2025-05-09 15:26:58.781736,short,1.814003,1.830496,1.764521,1.830496,-1.0,-10.7785,1185.42,10.7785,0.11,10767.6956,stop
MATIC,2025-05-09 17:01:58.781736,2025-05-09 17:06:58.781736,short,1.926503,1.960768,1.823708,1.960768,-1.0,-10.7677,605.4,10.7677,0.06,10756.9279,stop
MATIC,2025-05-09 17:36:58.781736,2025-05-09 17:41:58.781736,short,1.855896,1.894279,1.740747,1.894279,-1.0,-10.7569,520.12,10.7569,0.05,10746.171,stop
MATIC,2025-05-09 18:06:58.781736,2025-05-09 18:16:58.781736,short,1.946697,1.981257,1.843017,1.981257,-1.0,-10.7462,605.31,10.7462,0.06,10735.4248,stop
MATIC,2025-05-09 18:46:58.781736,2025-05-09 18:56:58.781736,short,1.751368,1.765842,1.707948,1.707948,3.0,32.2063,1299.05,10.7354,0.12,10767.6311,target
MATIC,2025-05-09 19:51:58.781736,2025-05-09 19:56:58.781736,short,1.848616,1.855415,1.828216,1.855415,-1.0,-10.7676,2927.34,10.7676,0.27,10756.8634,stop
MATIC,2025-05-09 21:01:58.781736,2025-05-09 21:11:58.781736,short,1.763842,1.781334,1.711363,1.781334,-1.0,-10.7569,1084.63,10.7569,0.1,10746.1066,stop
MATIC,2025-05-09 22:41:58.781736,2025-05-09 23:06:58.781736,short,1.714214,1.697816,1.609253,1.609253,2.25,32.2383,526.51,10.7461,0.05,10778.3449,target
MATIC,2025-05-10 03:36:58.781736,2025-05-10 03:51:58.781736,short,1.494581,1.494581,1.38563,1.494581,0.0,0.0,443.57,10.7783,0.04,10778.3449,stop
MATIC,2025-05-10 04:01:58.781736,2025-05-10 04:51:58.781736,short,1.462036,1.416192,1.352392,1.416192,1.2544,13.52,431.17,10.7783,0.04,10791.8648,stop
MATIC,2025-05-10 05:56:58.781736,2025-05-10 06:16:58.781736,short,1.327279,1.319444,1.238908,1.319444,0.266,2.8706,486.26,10.7919,0.05,10794.7355,stop
MATIC,2025-05-10 09:31:58.781736,2025-05-10 09:36:58.781736,short,1.129565,1.151424,1.063987,1.151424,-1.0,-10.7947,557.81,10.7947,0.05,10783.9407,stop
MATIC,2025-05-10 09:46:58.781736,2025-05-10 10:06:58.781736,short,1.158673,1.136808,1.08959,1.136808,0.9495,10.2396,542.61,10.7839,0.05,10794.1804,stop
MATIC,2025-05-10 10:16:58.781736,2025-05-10 10:26:58.781736,short,1.144664,1.158935,1.10185,1.158935,-1.0,-10.7942,865.77,10.7942,0.08,10783.3862,stop
MATIC,2025-05-10 10:56:58.781736,2025-05-10 11:06:58.781736,short,1.254559,1.254559,1.196039,1.196039,2.25,32.3502,693.53,10.7834,0.06,10815.7364,target
MATIC,2025-05-10 12:26:58.781736,2025-05-10 12:36:58.781736,short,1.136621,1.164748,1.05224,1.164748,-1.0,-10.8157,437.07,10.8157,0.04,10804.9206,stop
MATIC,2025-05-10 13:01:58.781736,2025-05-10 13:16:58.781736,short,1.248115,1.229473,1.1836,1.1836,2.25,32.4148,627.1,10.8049,0.06,10837.3354,target
MATIC,2025-05-10 13:51:58.781736,2025-05-10 14:21:58.781736,short,1.274016,1.274016,1.217219,1.217219,2.25,32.512,729.28,10.8373,0.07,10869.8474,target
MATIC,2025-05-10 23:41:58.781736,2025-05-10 23:46:58.781736,short,0.808236,0.826076,0.754717,0.826076,-1.0,-10.8698,492.46,10.8698,0.05,10858.9775,stop
MATIC,2025-05-10 23:56:58.781736,2025-05-11 00:06:58.781736,short,0.834284,0.858957,0.760266,0.858957,-1.0,-10.859,367.18,10.859,0.03,10848.1186,stop
MATIC,2025-05-11 08:16:58.781736,2025-05-11 08:46:58.781736,long,1.214152,1.217493,1.30998,1.30998,2.25,32.5444,412.34,10.8481,0.04,10880.6629,target
MATIC,2025-05-11 08:51:58.781736,2025-05-11 09:01:58.781736,long,1.323645,1.300853,1.392018,1.300853,-1.0,-10.8807,631.91,10.8807,0.06,10869.7823,stop
MATIC,2025-05-11 09:46:58.781736,2025-05-11 09:51:58.781736,long,1.141946,1.128163,1.183294,1.183294,3.0,32.6093,900.59,10.8698,0.08,10902.3916,target
MATIC,2025-05-11 09:56:58.781736,2025-05-11 10:01:58.781736,long,1.202686,1.183342,1.260718,1.183342,-1.0,-10.9024,677.84,10.9024,0.06,10891.4892,stop
MATIC,2025-05-11 12:11:58.781736,2025-05-11 12:16:58.781736,long,1.26955,1.244441,1.344878,1.244441,-1.0,-10.8915,550.69,10.8915,0.05,10880.5977,stop
MATIC,2025-05-11 16:01:58.781736,2025-05-11 16:06:58.781736,short,1.023502,1.038329,0.979023,1.038329,-1.0,-10.8806,751.12,10.8806,0.07,10869.7171,stop
MATIC,2025-05-11 16:16:58.781736,2025-05-11 16:51:58.781736,short,1.080553,1.066131,0.989031,1.066131,0.4727,5.1385,385.0,10.8697,0.04,10874.8556,stop
MATIC,2025-05-11 17:36:58.781736,2025-05-11 18:11:58.781736,short,1.132862,1.132862,1.043974,1.043974,2.25,32.6246,415.79,10.8749,0.04,10907.4802,target
MATIC,2025-05-11 19:51:58.781736,2025-05-11 20:06:58.781736,short,0.995244,0.995244,0.938334,0.938334,2.25,32.7224,572.26,10.9075,0.05,10940.2026,target
MATIC,2025-05-11 21:01:58.781736,2025-05-11 21:16:58.781736,short,0.978352,0.978352,0.917272,0.917272,2.25,32.8206,525.71,10.9402,0.05,10973.0232,target
MATIC,2025-05-11 23:11:58.781736,2025-05-11 23:16:58.781736,short,1.068702,1.086913,1.01407,1.086913,-1.0,-10.973,643.96,10.973,0.06,10962.0502,stop
MATIC,2025-05-12 03:11:58.781736,2025-05-12 03:26:58.781736,long,1.315622,1.277785,1.429133,1.277785,-1.0,-10.9621,381.16,10.9621,0.03,10951.0882,stop
MATIC,2025-05-12 03:46:58.781736,2025-05-12 03:51:58.781736,long,1.254729,1.235207,1.313294,1.235207,-1.0,-10.9511,703.86,10.9511,0.06,10940.1371,stop
MATIC,2025-05-12 04:06:58.781736,2025-05-12 04:11:58.781736,long,1.364193,1.32899,1.4698,1.32899,-1.0,-10.9401,423.96,10.9401,0.04,10929.1969,stop
MATIC,2025-05-12 08:51:58.781736,2025-05-12 09:01:58.781736,long,1.659393,1.616107,1.789252,1.616107,-1.0,-10.9292,418.97,10.9292,0.04,10918.2677,stop
MATIC,2025-05-12 09:21:58.781736,2025-05-12 09:36:58.781736,long,1.573021,1.596206,1.672463,1.596206,0.6994,7.6368,518.13,10.9183,0.05,10925.9045,stop
MATIC,2025-05-12 09:46:58.781736,2025-05-12 10:11:58.781736,long,1.682621,1.644333,1.797487,1.644333,-1.0,-10.9259,480.15,10.9259,0.04,10914.9786,stop
MATIC,2025-05-12 17:11:58.781736,2025-05-12 17:26:58.781736,long,2.188313,2.125196,2.377664,2.125196,-1.0,-10.915,378.43,10.915,0.03,10904.0636,stop
MATIC,2025-05-12 17:36:58.781736,2025-05-12 18:11:58.781736,long,2.17031,2.17031,2.350259,2.17031,0.0,0.0,394.53,10.9041,0.04,10904.0636,stop
MATIC,2025-05-12 19:36:58.781736,2025-05-12 19:41:58.781736,long,2.197132,2.185942,2.230703,2.185942,-1.0,-10.9041,2140.92,10.9041,0.2,10893.1595,stop
MATIC,2025-05-13 02:21:58.781736,2025-05-13 03:01:58.781736,short,1.775215,1.750402,1.634918,1.750402,0.5306,5.7796,413.5,10.8932,0.04,10898.9391,stop
MATIC,2025-05-13 03:06:58.781736,2025-05-13 03:26:58.781736,short,1.736319,1.777065,1.614079,1.777065,-1.0,-10.8989,464.43,10.8989,0.04,10888.0402,stop
MATIC,2025-05-13 04:46:58.781736,2025-05-13 04:56:58.781736,short,1.760347,1.782459,1.694012,1.782459,-1.0,-10.888,866.81,10.888,0.08,10877.1522,stop
MATIC,2025-05-13 05:11:58.781736,2025-05-13 05:56:58.781736,short,1.765581,1.730406,1.61877,1.730406,0.7188,7.8182,392.43,10.8772,0.04,10884.9704,stop
MATIC,2025-05-13 09:36:58.781736,2025-05-13 09:41:58.781736,short,1.762325,1.770324,1.738327,1.738327,3.0,32.6549,2398.08,10.885,0.22,10917.6253,target
